«”г «бб«Џ»;«бЏг—;«бг—я“;Џѕѕ «б г—н—« ;ѕё… «б г—н—«  (%);Џѕѕ «б ”ѕнѕ« ;Џѕѕ «б√еѕ«Ё;д”»… «бдћ«Ќ Ён «бгж«ће«  (%);«б”—Џ… «бё’жм (яг/”);«бг”«Ё… «бгёЎжЏ… (яг);гЏѕб д»÷ «бёб»;д”»… «б Џ» Ён де«н… «б‘жЎ;«б ённг «бЏ«г; ’днЁ «бб«Џ»; ’днЁ «бб«Џ»2
√Ќгѕ «б‘г—н;19;ѕЁ«Џ;34;65.50;6;3;54.89;25.29;9.00;120;37.42;8.23;гжеж»;гжеж»
Ёеѕ «бёЌЎ«дн;15;Ќ«—”;85;87.95;6;4;54.37;29.63;9.13;118;19.92;8.34;гжеж»;гжеж»
д«’— «б—жнбн;27;ѕЁ«Џ;50;86.20;9;5;72.59;32.85;10.14;124;11.05;4.63;џн— гжеж»;џн— гжеж»
 —ян «бЏ н»н;26;ећжг;91;73.82;0;1;48.26;30.26;8.45;139;15.02;6.12;џн— гжеж»;џн— гжеж»
—«я«д «бЌ—»н;22;ж”Ў;67;80.53;4;0;59.04;29.49;7.91;150;40.57;8.91;гжеж»;гжеж»
Ёеѕ «б—жнбн;19;Ќ«—”;75;66.77;11;3;54.66;28.69;7.46;139;34.83;7.60;гжеж»;гжеж»
”«бг «б—жнбн;26;ећжг;57;85.71;0;2;79.61;24.79;8.79;146;48.36;7.53;гжеж»;гжеж»
√Ќгѕ «бџ«гѕн;22;ѕЁ«Џ;41;90.27;5;2;47.88;24.97;9.80;155;24.05;6.50;џн— гжеж»;џн— гжеж»
—«я«д «бг«бян;25;Ќ«—”;12;66.81;1;1;58.56;24.43;9.72;167;20.45;8.24;гжеж»;гжеж»
ќ«бѕ «б»бжн;24;ѕЁ«Џ;68;70.65;8;2;51.66;30.71;9.20;170;51.85;5.87;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «б»бжн;30;Ќ«—”;82;82.89;4;1;86.29;24.51;10.38;175;47.36;7.54;гжеж»;гжеж»
—«я«д «б»бжн;24;ж”Ў;57;66.53;9;3;49.17;34.26;9.51;126;38.12;6.85;гжеж»;џн— гжеж»
гЌгѕ «бЏд“н;22;Ќ«—”;83;90.35;4;3;89.68;25.44;9.88;154;26.91;6.78;гжеж»;џн— гжеж»
—«я«д «бЌ—»н;24;ж”Ў;42;93.56;5;0;60.7;25.90;11.40;124;49.05;7.73;гжеж»;гжеж»
Ёеѕ «бг«бян;17;ж”Ў;41;66.57;5;5;55.66;26.00;6.57;147;44.18;7.36;џн— гжеж»;гжеж»
Џ»ѕ«ббе «б“е—«дн;20;ећжг;49;60.37;1;0;86.28;29.92;11.32;142;26.26;5.42;џн— гжеж»;џн— гжеж»
√Ќгѕ «бџ«гѕн;19;ѕЁ«Џ;8;93.26;6;4;45.77;26.31;8.87;132;46.04;7.32;гжеж»;гжеж»
гЌгѕ «б»бжн;29;ећжг;29;74.37;4;2;50.73;31.29;10.27;152;41.88;4.34;џн— гжеж»;џн— гжеж»
√Ќгѕ «б»бжн;20;ж”Ў;66;65.38;5;1;61.26;32.28;7.20;132;31.72;7.31;гжеж»;гжеж»
”«бг «б»бжн;23;ећжг;68;64.45;6;3;71.98;25.67;8.14;160;22.41;8.03;гжеж»;гжеж»
—«я«д «бЌ—»н;29;ж”Ў;82;76.35;1;3;45.78;28.26;10.86;167;44.13;7.90;гжеж»;гжеж»
ќ«бѕ «б“е—«дн;23;ећжг;38;75.90;6;4;44.29;29.49;7.12;135;16.16;4.52;џн— гжеж»;џн— гжеж»
 —ян «бџ«гѕн;27;ећжг;30;72.45;0;0;58.17;25.50;5.80;131;21.09;6.67;џн— гжеж»;џн— гжеж»
ќ«бѕ «б“е—«дн;24;ећжг;36;72.08;3;4;86.82;32.45;6.61;177;30.78;7.99;гжеж»;гжеж»
д«’— «б‘г—н;22;ж”Ў;51;68.51;11;3;78.04;34.15;8.25;157;46.59;4.54;џн— гжеж»;џн— гжеж»
ќ«бѕ «бЏд“н;20;ж”Ў;28;86.67;8;6;61.11;33.92;7.66;153;12.49;6.77;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «бёЌЎ«дн;16;ж”Ў;64;92.61;2;1;51.79;24.21;6.54;121;49.17;7.41;гжеж»;гжеж»
√Ќгѕ «бЏ н»н;22;ѕЁ«Џ;89;67.52;11;0;59.3;31.11;9.30;150;24.06;4.73;џн— гжеж»;џн— гжеж»
—«я«д «б“е—«дн;28;ећжг;67;77.02;0;1;44.53;27.58;6.56;152;18.76;7.69;гжеж»;гжеж»
√Ќгѕ «бЏд“н;22;ећжг;48;63.24;0;1;73.61;23.72;9.50;165;42.54;8.43;гжеж»;гжеж»
гЌгѕ «бг«бян;24;ж”Ў;8;91.74;0;0;86.51;30.17;11.81;161;31.14;8.56;гжеж»;гжеж»
гЌгѕ «б‘г—н;22;ећжг;67;61.19;0;0;46.99;31.05;7.28;176;22.79;5.80;џн— гжеж»;џн— гжеж»
 —ян «бЌ—»н;19;Ќ«—”;11;78.35;6;4;46.56;30.49;9.85;168;11.99;8.73;гжеж»;гжеж»
Џ»ѕ«ббе «б“е—«дн;24;Ќ«—”;82;92.08;0;2;53.4;25.28;10.17;151;39.82;7.09;џн— гжеж»;гжеж»
ќ«бѕ «б“е—«дн;29;ећжг;23;67.91;11;5;64.53;29.55;7.19;127;38.52;6.90;гжеж»;џн— гжеж»
 —ян «б“е—«дн;16;Ќ«—”;5;83.04;9;1;56.58;29.41;10.39;154;44.39;5.90;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «бг«бян;25;Ќ«—”;27;66.78;0;1;45.06;24.66;11.12;134;47.59;6.33;џн— гжеж»;џн— гжеж»
гЌгѕ «бЏд“н;25;ећжг;16;80.11;7;3;53.34;32.59;9.73;171;38.46;8.80;гжеж»;гжеж»
”«бг «б»бжн;18;ж”Ў;85;78.66;2;1;63.06;33.14;9.76;155;33.80;6.64;џн— гжеж»;џн— гжеж»
”«бг «бџ«гѕн;28;ж”Ў;54;70.74;2;2;41.8;31.24;11.19;171;26.24;8.03;гжеж»;гжеж»
гЌгѕ «б“е—«дн;23;ѕЁ«Џ;18;81.15;2;4;76.26;24.88;8.20;140;48.22;6.59;џн— гжеж»;џн— гжеж»
д«’— «бЏ н»н;25;ж”Ў;23;90.27;3;2;64.22;25.90;11.64;122;22.84;4.60;џн— гжеж»;џн— гжеж»
”Џжѕ «б‘г—н;22;ж”Ў;20;94.41;1;0;49.73;28.71;8.62;165;38.53;6.26;џн— гжеж»;џн— гжеж»
ќ«бѕ «бџ«гѕн;24;Ќ«—”;54;89.09;5;6;75.5;25.13;9.92;158;12.70;8.01;гжеж»;гжеж»
√Ќгѕ «б»бжн;26;ѕЁ«Џ;29;65.30;8;0;66.15;30.04;8.46;145;23.89;5.34;џн— гжеж»;џн— гжеж»
д«’— «бЏ н»н;28;ж”Ў;59;87.36;3;2;61.96;26.99;11.04;121;17.48;7.77;гжеж»;гжеж»
гЌгѕ «бЏд“н;19;ећжг;61;90.67;2;2;55.66;23.76;7.51;171;41.86;9.75;гжеж»;гжеж»
”«бг «б“е—«дн;21;ѕЁ«Џ;85;75.91;6;4;78.94;32.87;9.28;124;15.59;6.38;џн— гжеж»;џн— гжеж»
√Ќгѕ «бЏд“н;19;Ќ«—”;28;80.46;9;5;73.32;28.72;7.34;133;45.30;8.44;гжеж»;гжеж»
Ёеѕ «бЌ—»н;18;ж”Ў;70;86.87;10;5;87.21;31.32;7.53;154;9.87;5.88;џн— гжеж»;џн— гжеж»
”«бг «бЏ н»н;21;Ќ«—”;47;85.18;6;3;86.27;31.05;7.45;178;16.22;6.83;гжеж»;џн— гжеж»
ќ«бѕ «бЌ—»н;24;Ќ«—”;51;72.28;10;2;58.07;30.46;6.13;160;40.33;5.83;џн— гжеж»;џн— гжеж»
д«’— «бЏд“н;29;ећжг;67;82.08;4;1;89.26;28.28;9.70;169;19.12;9.60;гжеж»;гжеж»
д«’— «бёЌЎ«дн;29;Ќ«—”;26;70.34;9;0;43.97;27.61;9.32;137;44.22;7.89;гжеж»;гжеж»
—«я«д «бЏд“н;27;ећжг;27;79.77;4;4;44.97;33.10;6.71;152;49.70;4.50;џн— гжеж»;џн— гжеж»
гЌгѕ «б“е—«дн;29;ж”Ў;60;73.36;5;1;86.14;32.43;6.76;147;36.40;5.43;џн— гжеж»;џн— гжеж»
 —ян «бг«бян;18;ѕЁ«Џ;64;71.03;3;0;89.33;27.77;10.55;177;50.56;6.85;џн— гжеж»;џн— гжеж»
д«’— «бЏ н»н;20;Ќ«—”;9;61.26;5;4;51.8;31.85;9.89;160;25.80;8.59;гжеж»;гжеж»
”«бг «бёЌЎ«дн;21;ѕЁ«Џ;26;63.09;2;0;87.89;34.66;11.21;154;37.83;5.01;џн— гжеж»;џн— гжеж»
гЌгѕ «б»бжн;27;Ќ«—”;16;69.60;7;4;47.4;31.95;10.25;150;29.92;6.11;џн— гжеж»;џн— гжеж»
”Џжѕ «б‘г—н;23;ѕЁ«Џ;71;76.70;7;1;54.32;26.12;7.26;136;13.66;8.03;гжеж»;гжеж»
Џ»ѕ«ббе «бЌ—»н;23;Ќ«—”;87;86.25;6;4;85.46;27.93;7.51;179;35.39;7.27;гжеж»;гжеж»
д«’— «бёЌЎ«дн;22;ећжг;53;81.18;5;3;71.6;32.11;10.54;162;11.45;5.54;џн— гжеж»;џн— гжеж»
Ёеѕ «бёЌЎ«дн;18;Ќ«—”;56;67.77;0;0;71.67;25.04;8.94;149;30.08;6.30;џн— гжеж»;џн— гжеж»
 —ян «б‘г—н;20;ѕЁ«Џ;57;81.57;2;0;43.78;28.85;10.15;135;9.96;6.66;џн— гжеж»;џн— гжеж»
√Ќгѕ «бг«бян;19;Ќ«—”;56;73.05;4;2;46.06;25.66;9.84;141;31.42;7.21;џн— гжеж»;гжеж»
гЌгѕ «бЏд“н;18;ећжг;24;62.40;0;1;56.29;32.59;8.48;141;33.24;8.87;гжеж»;гжеж»
гЌгѕ «б‘г—н;26;ж”Ў;63;92.21;2;3;58.02;29.88;9.06;121;45.02;6.16;џн— гжеж»;џн— гжеж»
 —ян «б—жнбн;28;ѕЁ«Џ;18;74.71;2;3;43.01;28.70;7.22;126;24.33;6.57;џн— гжеж»;џн— гжеж»
”«бг «б“е—«дн;22;ећжг;44;87.97;1;0;65.32;33.98;7.57;127;33.19;6.17;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «бЏд“н;24;Ќ«—”;90;68.49;2;1;87.57;30.54;10.68;151;32.14;5.04;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «б—жнбн;19;Ќ«—”;23;86.54;1;0;78.01;29.60;10.97;123;48.45;9.14;гжеж»;гжеж»
Ёеѕ «б‘г—н;26;Ќ«—”;25;84.61;6;1;61.14;31.34;6.99;123;20.31;5.16;џн— гжеж»;џн— гжеж»
√Ќгѕ «бг«бян;19;ж”Ў;72;71.35;9;6;56.44;28.36;11.04;129;48.17;6.78;џн— гжеж»;џн— гжеж»
—«я«д «бёЌЎ«дн;26;Ќ«—”;22;73.87;6;3;50.93;28.90;10.08;119;47.35;5.98;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «бЏ н»н;23;Ќ«—”;76;76.68;11;0;49.61;25.10;9.00;119;17.36;8.26;гжеж»;гжеж»
Џ»ѕ«ббе «бЏ н»н;28;ећжг;36;67.45;2;2;74.03;29.13;8.19;175;12.10;8.11;гжеж»;гжеж»
гЌгѕ «б‘г—н;15;ећжг;84;79.13;7;6;56.92;31.12;8.87;152;35.95;7.95;гжеж»;гжеж»
гЌгѕ «бЏ н»н;21;ѕЁ«Џ;24;71.61;6;4;83.38;29.47;10.06;172;19.68;5.61;џн— гжеж»;џн— гжеж»
 —ян «б»бжн;19;Ќ«—”;38;90.82;4;2;41.74;24.04;8.23;172;31.19;8.61;гжеж»;гжеж»
гЌгѕ «б—жнбн;24;ећжг;9;64.10;1;0;64.13;31.19;10.83;142;36.00;7.56;гжеж»;гжеж»
д«’— «бџ«гѕн;25;ѕЁ«Џ;73;72.19;1;1;79.33;33.19;7.88;176;48.24;8.52;гжеж»;гжеж»
д«’— «б‘г—н;22;ж”Ў;27;70.53;8;3;69.66;24.90;9.36;168;33.40;5.65;џн— гжеж»;џн— гжеж»
гЌгѕ «бЏд“н;28;ећжг;27;62.62;4;2;79.88;30.55;6.64;150;32.39;5.54;џн— гжеж»;џн— гжеж»
”Џжѕ «бЌ—»н;15;ж”Ў;72;72.35;4;3;51.94;26.32;6.16;133;14.36;7.85;гжеж»;гжеж»
гЌгѕ «бЌ—»н;29;Ќ«—”;18;93.38;8;5;81.2;26.63;11.33;119;44.28;8.48;гжеж»;гжеж»
д«’— «б“е—«дн;30;ж”Ў;11;74.40;10;4;85.19;33.32;9.40;124;50.74;6.07;џн— гжеж»;џн— гжеж»
”«бг «бёЌЎ«дн;28;Ќ«—”;35;70.96;12;0;57.33;29.02;7.23;163;34.02;5.58;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «бЏ н»н;29;ѕЁ«Џ;9;94.77;2;0;84.11;27.29;7.05;132;40.76;8.51;гжеж»;гжеж»
 —ян «бЏ н»н;28;ећжг;68;67.36;5;4;87.68;26.89;6.32;139;22.29;4.52;џн— гжеж»;џн— гжеж»
 —ян «б—жнбн;21;ећжг;91;74.24;0;0;57.12;29.32;6.31;165;44.35;7.58;гжеж»;гжеж»
√Ќгѕ «бџ«гѕн;28;ѕЁ«Џ;94;83.39;9;5;55.91;25.34;8.64;142;16.44;9.33;гжеж»;гжеж»
Џ»ѕ«ббе «б‘г—н;24;ећжг;80;84.83;6;3;85.08;32.04;8.55;171;24.35;9.01;гжеж»;гжеж»
—«я«д «бЏ н»н;23;Ќ«—”;85;78.59;10;4;70.42;28.61;7.61;173;18.53;4.41;џн— гжеж»;џн— гжеж»
 —ян «бЌ—»н;19;ѕЁ«Џ;46;81.04;9;4;63.77;25.16;7.70;146;47.80;6.97;гжеж»;џн— гжеж»
ќ«бѕ «бг«бян;26;ѕЁ«Џ;35;70.72;4;1;84.13;24.49;10.04;124;27.71;8.89;гжеж»;гжеж»
 —ян «бёЌЎ«дн;26;ѕЁ«Џ;36;88.18;6;1;55.3;28.74;9.82;129;41.17;7.85;гжеж»;гжеж»
√Ќгѕ «бёЌЎ«дн;22;ж”Ў;23;65.94;7;3;69.49;26.13;8.09;155;47.46;9.09;гжеж»;гжеж»
 —ян «бЏд“н;25;ећжг;65;82.27;4;0;51.92;32.88;9.16;127;32.94;4.61;џн— гжеж»;џн— гжеж»
”«бг «б“е—«дн;18;ѕЁ«Џ;26;72.23;8;3;78.48;31.33;6.37;152;15.11;8.72;гжеж»;гжеж»
д«’— «бёЌЎ«дн;28;ећжг;77;88.76;0;0;57.99;27.53;8.69;171;24.48;8.40;гжеж»;гжеж»
”Џжѕ «бЏ н»н;23;Ќ«—”;19;92.69;2;3;88.61;26.98;10.23;137;13.22;8.16;гжеж»;гжеж»
”Џжѕ «б“е—«дн;15;ѕЁ«Џ;30;72.57;9;5;59.32;30.06;9.83;154;20.11;6.66;џн— гжеж»;џн— гжеж»
”«бг «б—жнбн;19;ѕЁ«Џ;63;64.24;11;0;88.12;26.41;9.37;175;43.47;5.49;џн— гжеж»;џн— гжеж»
 —ян «бџ«гѕн;19;Ќ«—”;77;68.43;1;1;74.29;28.82;10.04;152;21.77;5.72;џн— гжеж»;џн— гжеж»
д«’— «б“е—«дн;19;ж”Ў;71;93.02;5;5;52.28;31.40;7.01;159;24.72;9.66;гжеж»;гжеж»
ќ«бѕ «бёЌЎ«дн;23;ѕЁ«Џ;67;90.44;8;1;67.72;29.87;8.33;171;31.73;8.06;гжеж»;гжеж»
Џ»ѕ«ббе «б“е—«дн;17;ж”Ў;48;78.34;8;1;74.21;28.55;6.89;151;50.99;8.41;гжеж»;гжеж»
гЌгѕ «б—жнбн;23;ж”Ў;19;87.13;8;0;60.05;27.03;6.29;131;35.25;8.15;гжеж»;гжеж»
”Џжѕ «бџ«гѕн;27;ѕЁ«Џ;50;63.84;2;1;40.24;24.74;7.27;153;48.65;6.29;џн— гжеж»;џн— гжеж»
”Џжѕ «бг«бян;17;ж”Ў;67;86.04;8;2;75.44;26.50;7.25;178;8.68;5.11;џн— гжеж»;џн— гжеж»
—«я«д «бг«бян;23;Ќ«—”;85;84.10;10;4;50.85;26.87;8.60;168;12.52;7.96;гжеж»;гжеж»
√Ќгѕ «бг«бян;24;ећжг;25;89.88;8;1;54.13;30.99;8.71;120;36.79;6.55;џн— гжеж»;џн— гжеж»
—«я«д «бЏ н»н;18;ж”Ў;24;85.17;8;3;63.54;27.53;7.11;155;18.19;6.17;џн— гжеж»;џн— гжеж»
гЌгѕ «бЌ—»н;21;ж”Ў;72;67.56;9;1;61.1;27.69;10.54;139;21.57;7.46;џн— гжеж»;гжеж»
√Ќгѕ «б»бжн;24;ећжг;57;83.29;2;0;66.71;30.49;8.77;123;16.81;6.72;џн— гжеж»;џн— гжеж»
д«’— «б—жнбн;23;ѕЁ«Џ;50;78.43;7;1;43.9;29.59;10.11;131;29.60;5.80;џн— гжеж»;џн— гжеж»
д«’— «бёЌЎ«дн;26;ећжг;66;74.14;4;1;75.7;29.80;8.45;160;11.82;7.74;гжеж»;гжеж»
”«бг «бг«бян;17;ѕЁ«Џ;51;86.80;4;1;45.15;25.23;6.15;143;24.76;4.76;џн— гжеж»;џн— гжеж»
”«бг «бёЌЎ«дн;23;ѕЁ«Џ;37;86.59;2;2;54.45;30.65;8.00;127;28.05;5.98;џн— гжеж»;џн— гжеж»
”«бг «бЏд“н;24;ећжг;17;92.83;8;0;79.7;30.66;7.54;141;34.02;9.33;гжеж»;гжеж»
гЌгѕ «бџ«гѕн;28;ж”Ў;73;84.72;3;2;49.02;28.45;5.95;166;47.43;6.22;џн— гжеж»;џн— гжеж»
√Ќгѕ «б—жнбн;25;ж”Ў;34;84.96;9;3;59.02;27.43;8.10;127;12.67;5.60;џн— гжеж»;џн— гжеж»
 —ян «бг«бян;24;ѕЁ«Џ;43;86.55;7;0;76.65;32.20;7.31;175;33.57;8.40;гжеж»;гжеж»
Џ»ѕ«ббе «бџ«гѕн;26;ж”Ў;79;90.28;0;0;89.97;25.62;9.80;148;45.69;5.98;џн— гжеж»;џн— гжеж»
”Џжѕ «бџ«гѕн;25;Ќ«—”;36;92.04;7;0;83.58;31.63;8.21;141;21.93;5.88;џн— гжеж»;џн— гжеж»
—«я«д «б“е—«дн;20;Ќ«—”;19;87.26;1;1;44.81;33.03;9.09;175;23.85;6.77;џн— гжеж»;џн— гжеж»
ќ«бѕ «бЏ н»н;29;ећжг;13;90.39;4;4;46.37;29.37;11.12;151;21.92;8.23;гжеж»;гжеж»
гЌгѕ «бг«бян;18;Ќ«—”;43;81.54;11;1;66.03;33.48;10.15;160;18.23;4.91;џн— гжеж»;џн— гжеж»
—«я«д «б“е—«дн;24;ж”Ў;38;81.55;4;1;71.33;33.09;7.64;130;12.78;4.75;џн— гжеж»;џн— гжеж»
√Ќгѕ «бёЌЎ«дн;15;Ќ«—”;77;77.51;10;1;76.17;32.00;11.44;147;19.94;7.93;гжеж»;гжеж»
”Џжѕ «б“е—«дн;20;ећжг;36;74.40;8;5;61.75;30.75;7.15;154;12.15;7.32;гжеж»;гжеж»
д«’— «бЏ н»н;22;ѕЁ«Џ;15;69.04;0;2;50.42;25.21;7.54;154;24.73;8.84;гжеж»;гжеж»
 —ян «бџ«гѕн;18;Ќ«—”;31;72.19;3;3;52.1;30.90;7.73;126;35.55;5.12;џн— гжеж»;џн— гжеж»
—«я«д «бџ«гѕн;17;ећжг;45;69.39;3;5;86.41;27.34;11.79;143;17.62;8.51;гжеж»;гжеж»
ќ«бѕ «бг«бян;21;ећжг;81;87.19;6;4;61.3;32.72;6.38;180;41.21;6.27;џн— гжеж»;џн— гжеж»
гЌгѕ «бЏ н»н;29;ећжг;67;62.33;7;4;53.48;32.66;9.64;121;37.01;7.77;гжеж»;гжеж»
—«я«д «бџ«гѕн;21;ѕЁ«Џ;67;72.46;0;1;72.85;29.49;8.72;126;17.21;6.46;џн— гжеж»;џн— гжеж»
ќ«бѕ «б—жнбн;20;ећжг;33;74.79;0;2;43.38;28.23;10.80;173;48.10;8.98;гжеж»;гжеж»
—«я«д «бЏд“н;22;Ќ«—”;15;73.46;9;5;81.06;29.21;10.95;142;24.80;6.91;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «б»бжн;20;ж”Ў;25;71.65;9;2;58.26;26.71;11.33;155;26.71;7.74;гжеж»;гжеж»
”«бг «б“е—«дн;26;Ќ«—”;50;83.45;3;0;56.63;28.41;8.68;148;14.92;4.78;џн— гжеж»;џн— гжеж»
 —ян «бЏд“н;26;ећжг;39;90.17;7;4;66.43;25.18;9.77;150;27.95;8.60;гжеж»;гжеж»
—«я«д «б“е—«дн;25;Ќ«—”;12;64.36;2;4;60.34;33.61;9.18;159;24.70;5.84;џн— гжеж»;џн— гжеж»
—«я«д «бџ«гѕн;21;Ќ«—”;56;79.53;4;6;64.18;33.14;6.84;174;36.44;6.87;гжеж»;џн— гжеж»
гЌгѕ «б—жнбн;23;ж”Ў;67;68.96;6;4;74.03;26.83;8.54;155;34.35;7.14;гжеж»;гжеж»
Ёеѕ «бг«бян;25;Ќ«—”;42;77.22;5;0;43.03;27.84;6.41;154;28.88;5.03;џн— гжеж»;џн— гжеж»
—«я«д «б“е—«дн;25;ж”Ў;47;69.32;1;0;89.42;26.88;9.51;167;45.38;9.07;гжеж»;гжеж»
—«я«д «бЏ н»н;18;Ќ«—”;85;79.93;2;2;43.25;24.66;8.71;120;12.08;5.87;џн— гжеж»;џн— гжеж»
—«я«д «бЌ—»н;22;Ќ«—”;84;79.44;10;1;89.68;28.84;9.53;166;47.18;4.93;џн— гжеж»;џн— гжеж»
ќ«бѕ «бџ«гѕн;28;ж”Ў;25;68.81;7;5;52.44;30.46;6.70;149;35.71;5.63;џн— гжеж»;џн— гжеж»
”Џжѕ «бг«бян;18;Ќ«—”;53;79.32;0;1;81.91;32.95;9.84;156;11.56;8.36;гжеж»;гжеж»
Џ»ѕ«ббе «бёЌЎ«дн;21;ѕЁ«Џ;38;85.03;10;4;87.33;29.81;7.00;129;47.85;5.50;џн— гжеж»;џн— гжеж»
 —ян «бёЌЎ«дн;27;ећжг;82;89.49;11;6;79.25;25.91;6.02;134;50.28;5.43;џн— гжеж»;џн— гжеж»
”Џжѕ «бЏд“н;24;Ќ«—”;16;63.79;2;1;63.81;32.63;9.71;141;24.24;6.03;џн— гжеж»;џн— гжеж»
—«я«д «бЏд“н;24;ж”Ў;55;74.25;9;1;46.29;30.88;9.16;149;28.79;6.56;гжеж»;џн— гжеж»
Ёеѕ «бЏд“н;29;ж”Ў;29;66.43;7;2;45.58;31.67;9.98;151;11.23;5.24;џн— гжеж»;џн— гжеж»
√Ќгѕ «б“е—«дн;26;Ќ«—”;23;66.89;2;0;59.14;30.51;7.97;120;40.02;5.65;џн— гжеж»;џн— гжеж»
гЌгѕ «бЌ—»н;19;ећжг;71;76.59;9;0;69.79;25.52;6.34;130;12.71;9.20;гжеж»;гжеж»
”Џжѕ «бЏд“н;20;ећжг;33;88.45;3;1;61.83;29.93;5.96;163;42.15;4.79;џн— гжеж»;џн— гжеж»
Џ»ѕ«ббе «бЌ—»н;22;Ќ«—”;20;88.46;6;1;48.48;31.41;6.85;127;27.65;8.26;гжеж»;гжеж»
ќ«бѕ «бёЌЎ«дн;17;ѕЁ«Џ;23;65.84;8;5;44.87;29.17;7.45;148;18.54;9.81;гжеж»;гжеж»
Ёеѕ «б‘г—н;28;ж”Ў;21;90.18;0;0;60.41;33.70;6.28;158;40.44;6.36;џн— гжеж»;џн— гжеж»
√Ќгѕ «бЏ н»н;28;Ќ«—”;50;63.29;5;5;78.65;34.04;7.61;145;9.61;8.26;гжеж»;гжеж»
Џ»ѕ«ббе «бЏд“н;21;ећжг;71;71.57;0;0;44.54;29.40;11.05;126;15.30;5.52;џн— гжеж»;џн— гжеж»
гЌгѕ «б»бжн;22;ећжг;60;93.38;3;1;89.66;32.47;10.23;182;48.40;5.11;џн— гжеж»;џн— гжеж»
 —ян «б“е—«дн;26;Ќ«—”;76;63.85;0;1;61.57;32.47;9.62;137;13.85;4.30;џн— гжеж»;џн— гжеж»
—«я«д «бёЌЎ«дн;19;ећжг;71;69.55;9;2;87.2;29.35;9.89;125;14.68;5.61;џн— гжеж»;џн— гжеж»
 —ян «бг«бян;19;ећжг;11;82.85;6;4;63.28;25.11;7.85;166;37.24;9.52;гжеж»;гжеж»
гЌгѕ «б“е—«дн;24;ећжг;70;92.32;2;2;72.07;32.53;8.93;170;39.47;5.45;џн— гжеж»;џн— гжеж»
 —ян «бЏд“н;16;ж”Ў;56;82.39;9;5;82.73;32.37;10.67;117;38.67;6.63;џн— гжеж»;џн— гжеж»
”Џжѕ «бЏд“н;18;ећжг;28;90.18;6;3;84.39;32.14;8.14;136;17.16;4.40;џн— гжеж»;џн— гжеж»
√Ќгѕ «б—жнбн;19;ѕЁ«Џ;61;65.06;2;2;46.7;25.01;10.09;173;29.19;8.11;гжеж»;гжеж»
гЌгѕ «бџ«гѕн;21;ѕЁ«Џ;65;60.46;1;3;50.99;24.77;9.59;133;44.48;5.62;џн— гжеж»;џн— гжеж»
Ёеѕ «б“е—«дн;19;Ќ«—”;55;82.62;2;0;56.4;31.67;11.14;130;34.14;9.74;гжеж»;гжеж»
д«’— «бџ«гѕн;29;Ќ«—”;71;68.87;1;2;78.01;29.29;9.85;136;25.48;6.82;гжеж»;џн— гжеж»
”«бг «бЏ н»н;20;Ќ«—”;11;89.59;5;0;62.99;30.70;8.77;123;47.20;6.34;џн— гжеж»;џн— гжеж»
 —ян «бёЌЎ«дн;29;ећжг;13;92.83;5;1;84.34;30.42;9.88;124;29.84;6.39;џн— гжеж»;џн— гжеж»
д«’— «бЏд“н;18;ѕЁ«Џ;63;66.23;2;0;40.45;31.18;9.85;148;33.83;8.50;гжеж»;гжеж»
—«я«д «б—жнбн;18;ѕЁ«Џ;75;94.58;0;1;61.13;31.11;10.60;176;47.11;5.21;џн— гжеж»;џн— гжеж»
ќ«бѕ «б‘г—н;16;ж”Ў;29;83.14;4;4;69.41;30.11;10.97;152;15.56;5.65;џн— гжеж»;џн— гжеж»
Ёеѕ «бЏ н»н;28;ећжг;76;72.98;6;4;82.47;25.19;10.38;134;39.22;4.59;џн— гжеж»;џн— гжеж»
Ёеѕ «бџ«гѕн;25;ѕЁ«Џ;22;60.42;9;4;73.81;31.45;8.15;161;20.39;6.96;џн— гжеж»;џн— гжеж»
”«бг «бџ«гѕн;26;ећжг;22;70.44;3;0;55.74;28.74;10.93;124;16.26;8.99;гжеж»;гжеж»
”Џжѕ «бЌ—»н;20;Ќ«—”;16;80.07;2;0;40.34;24.71;7.20;122;43.76;6.65;џн— гжеж»;џн— гжеж»
—«я«д «б‘г—н;27;Ќ«—”;64;62.59;5;0;77.06;32.92;5.75;116;9.55;7.15;џн— гжеж»;гжеж»
—«я«д «бЏд“н;16;ећжг;42;77.72;8;5;50.38;24.86;10.82;142;19.02;4.52;џн— гжеж»;џн— гжеж»
гЌгѕ «б‘г—н;15;ж”Ў;21;62.95;0;1;80.01;28.80;11.64;164;38.99;5.99;џн— гжеж»;џн— гжеж»
”Џжѕ «бЏ н»н;30;ѕЁ«Џ;54;67.65;5;5;49.8;33.03;10.61;178;44.03;6.41;џн— гжеж»;џн— гжеж»
Ёеѕ «бЏд“н;24;ећжг;49;64.69;3;1;52.61;28.75;10.28;147;29.96;8.61;гжеж»;гжеж»
